,timestamp,FullName,CurrentEmploymentType,CurrentEmploymentTitle,location,lat,long,Encounter_FullName,Encounter_CurrentEmploymentType,Encounter_CurrentEmploymentTitle,Encounter_time_diff_minutes
404,2014-01-07 12:00:00,"Baza, Isak",Information Technology,IT Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,0.0
405,2014-01-07 12:00:00,"Bodrogi, Loreto",Security,Site Control,Brewed Awakenings,36.05352484433333,24.880528384666665,"Barranco, Ingrid",Executive,SVP/CFO,0.0
406,2014-01-07 12:00:00,"Bodrogi, Loreto",Security,Site Control,Brewed Awakenings,36.05352484433333,24.880528384666665,"Borrasca, Isande",Engineering,Drill Technician,0.0
407,2014-01-07 12:00:00,"Bodrogi, Loreto",Security,Site Control,Brewed Awakenings,36.05352484433333,24.880528384666665,"Campo-Corrente, Ada",Executive,SVP/CIO,0.0
408,2014-01-07 12:00:00,"Borrasca, Isande",Engineering,Drill Technician,Brewed Awakenings,36.05352484433333,24.880528384666665,"Barranco, Ingrid",Executive,SVP/CFO,0.0
409,2014-01-07 12:00:00,"Borrasca, Isande",Engineering,Drill Technician,Brewed Awakenings,36.05352484433333,24.880528384666665,"Bodrogi, Loreto",Security,Site Control,0.0
410,2014-01-07 12:00:00,"Borrasca, Isande",Engineering,Drill Technician,Brewed Awakenings,36.05352484433333,24.880528384666665,"Campo-Corrente, Ada",Executive,SVP/CIO,0.0
411,2014-01-07 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
412,2014-01-07 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Cazar, Gustav",Engineering,Hydraulic Technician,0.0
413,2014-01-07 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Frente, Vira",Engineering,Hydraulic Technician,0.0
414,2014-01-07 12:00:00,"Campo-Corrente, Ada",Executive,SVP/CIO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Barranco, Ingrid",Executive,SVP/CFO,0.0
415,2014-01-07 12:00:00,"Campo-Corrente, Ada",Executive,SVP/CIO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Bodrogi, Loreto",Security,Site Control,0.0
416,2014-01-07 12:00:00,"Campo-Corrente, Ada",Executive,SVP/CIO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Borrasca, Isande",Engineering,Drill Technician,0.0
417,2014-01-07 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
418,2014-01-07 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Calzas, Axel",Engineering,Drill Technician,0.0
419,2014-01-07 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Frente, Vira",Engineering,Hydraulic Technician,0.0
420,2014-01-07 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
421,2014-01-07 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Calzas, Axel",Engineering,Drill Technician,0.0
422,2014-01-07 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Cazar, Gustav",Engineering,Hydraulic Technician,0.0
423,2014-01-07 12:00:00,"Orilla, Elsa",Engineering,Drill Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Baza, Isak",Information Technology,IT Technician,0.0
424,2014-01-07 12:00:00,"Orilla, Elsa",Engineering,Drill Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Strum, Orhan",Executive,SVP/COO,0.0
425,2014-01-07 12:00:00,"Orilla, Elsa",Engineering,Drill Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,0.0
426,2014-01-07 12:00:00,"Strum, Orhan",Executive,SVP/COO,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Baza, Isak",Information Technology,IT Technician,0.0
427,2014-01-07 12:00:00,"Strum, Orhan",Executive,SVP/COO,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Orilla, Elsa",Engineering,Drill Technician,0.0
428,2014-01-07 12:00:00,"Strum, Orhan",Executive,SVP/COO,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,0.0
429,2014-01-07 12:00:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Baza, Isak",Information Technology,IT Technician,0.0
430,2014-01-07 12:00:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Orilla, Elsa",Engineering,Drill Technician,0.0
431,2014-01-07 12:00:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Strum, Orhan",Executive,SVP/COO,0.0
432,2014-01-07 13:13:00,"Strum, Orhan",Executive,SVP/COO,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Isia",Security,Perimeter Control,7.0
433,2014-01-07 13:20:00,"Azada, Lars",Engineering,Engineer,Abila Zacharo,36.06293780064516,24.851925813870967,"Baza, Isak",Information Technology,IT Technician,5.0
434,2014-01-07 13:20:00,"Campo-Corrente, Ada",Executive,SVP/CIO,Gelatogalore,36.05974840304348,24.85803057934783,"Onda, Marin",Engineering,Drill Site Manager,10.0
435,2014-01-07 13:20:00,"Vann, Isia",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Strum, Orhan",Executive,SVP/COO,-7.0
436,2014-01-07 13:24:00,"Herrero, Kanon",Security,Badging Office,Kalami Kafenion,36.06501389428571,24.853683928333332,"Mies Haber, Ruscella",,,0.0
437,2014-01-07 13:24:00,"Herrero, Kanon",Security,Badging Office,Kalami Kafenion,36.06501389428571,24.853683928333332,"Vann, Edvard",Security,Perimeter Control,9.0
438,2014-01-07 13:24:00,"Mies Haber, Ruscella",,,Kalami Kafenion,36.06501389428571,24.853683928333332,"Herrero, Kanon",Security,Badging Office,0.0
439,2014-01-07 13:24:00,"Mies Haber, Ruscella",,,Kalami Kafenion,36.06501389428571,24.853683928333332,"Vann, Edvard",Security,Perimeter Control,9.0
440,2014-01-07 13:25:00,"Baza, Isak",Information Technology,IT Technician,Abila Zacharo,36.06293780064516,24.851925813870967,"Azada, Lars",Engineering,Engineer,-5.0
441,2014-01-07 13:25:00,"Baza, Isak",Information Technology,IT Technician,Abila Zacharo,36.06293780064516,24.851925813870967,"Barranco, Ingrid",Executive,SVP/CFO,8.000000000000002
442,2014-01-07 13:29:00,"Nubarron, Adra",Engineering,Geologist,Ouzeri Elian,36.052362531746034,24.87044949190476,"Bramar, Mat",,,3.0
443,2014-01-07 13:29:00,"Nubarron, Adra",Engineering,Geologist,Ouzeri Elian,36.052362531746034,24.87044949190476,"Frente, Vira",Engineering,Hydraulic Technician,5.0
444,2014-01-07 13:30:00,"Onda, Marin",Engineering,Drill Site Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Campo-Corrente, Ada",Executive,SVP/CIO,-10.0
445,2014-01-07 13:30:00,"Onda, Marin",Engineering,Drill Site Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Bergen, Linnea",Information Technology,IT Group Manager,3.0
446,2014-01-07 13:30:00,"Onda, Marin",Engineering,Drill Site Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,5.0
447,2014-01-07 13:30:00,"Onda, Marin",Engineering,Drill Site Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Alcazar, Lucas",Information Technology,IT Helpdesk,7.0
448,2014-01-07 13:30:00,"Onda, Marin",Engineering,Drill Site Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Osvaldo, Hennie",Security,Perimeter Control,9.0
449,2014-01-07 13:32:00,"Bramar, Mat",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Nubarron, Adra",Engineering,Geologist,-3.0
450,2014-01-07 13:32:00,"Bramar, Mat",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Frente, Vira",Engineering,Hydraulic Technician,2.0000000000000004
451,2014-01-07 13:32:00,"Bramar, Mat",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Lais, Cornelia",,,10.0
452,2014-01-07 13:33:00,"Barranco, Ingrid",Executive,SVP/CFO,Abila Zacharo,36.06293780064516,24.851925813870967,"Baza, Isak",Information Technology,IT Technician,-8.000000000000002
453,2014-01-07 13:33:00,"Barranco, Ingrid",Executive,SVP/CFO,Abila Zacharo,36.06293780064516,24.851925813870967,"Tempestad, Brand",Engineering,Drill Technician,8.000000000000002
454,2014-01-07 13:33:00,"Bergen, Linnea",Information Technology,IT Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Onda, Marin",Engineering,Drill Site Manager,-3.0
455,2014-01-07 13:33:00,"Bergen, Linnea",Information Technology,IT Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,2.0000000000000004
456,2014-01-07 13:33:00,"Bergen, Linnea",Information Technology,IT Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Alcazar, Lucas",Information Technology,IT Helpdesk,4.000000000000001
457,2014-01-07 13:33:00,"Bergen, Linnea",Information Technology,IT Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Osvaldo, Hennie",Security,Perimeter Control,6.0
458,2014-01-07 13:33:00,"Calixto, Nils",Information Technology,IT Technician,Katerina’s Café,36.05452041042857,24.899882698857144,"Lagos, Varja",Security,Badging Office,8.000000000000002
459,2014-01-07 13:33:00,"Vann, Edvard",Security,Perimeter Control,Kalami Kafenion,36.06501389428571,24.853683928333332,"Herrero, Kanon",Security,Badging Office,-9.0
460,2014-01-07 13:33:00,"Vann, Edvard",Security,Perimeter Control,Kalami Kafenion,36.06501389428571,24.853683928333332,"Mies Haber, Ruscella",,,-9.0
461,2014-01-07 13:34:00,"Frente, Vira",Engineering,Hydraulic Technician,Ouzeri Elian,36.052362531746034,24.87044949190476,"Nubarron, Adra",Engineering,Geologist,-5.0
462,2014-01-07 13:34:00,"Frente, Vira",Engineering,Hydraulic Technician,Ouzeri Elian,36.052362531746034,24.87044949190476,"Bramar, Mat",,,-2.0000000000000004
463,2014-01-07 13:34:00,"Frente, Vira",Engineering,Hydraulic Technician,Ouzeri Elian,36.052362531746034,24.87044949190476,"Lais, Cornelia",,,8.000000000000002
464,2014-01-07 13:35:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Gelatogalore,36.05974840304348,24.85803057934783,"Onda, Marin",Engineering,Drill Site Manager,-5.0
465,2014-01-07 13:35:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Gelatogalore,36.05974840304348,24.85803057934783,"Bergen, Linnea",Information Technology,IT Group Manager,-2.0000000000000004
466,2014-01-07 13:35:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Gelatogalore,36.05974840304348,24.85803057934783,"Alcazar, Lucas",Information Technology,IT Helpdesk,2.0000000000000004
467,2014-01-07 13:35:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Gelatogalore,36.05974840304348,24.85803057934783,"Osvaldo, Hennie",Security,Perimeter Control,4.000000000000001
468,2014-01-07 13:37:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Gelatogalore,36.05974840304348,24.85803057934783,"Onda, Marin",Engineering,Drill Site Manager,-7.0
469,2014-01-07 13:37:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Gelatogalore,36.05974840304348,24.85803057934783,"Bergen, Linnea",Information Technology,IT Group Manager,-4.000000000000001
470,2014-01-07 13:37:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Gelatogalore,36.05974840304348,24.85803057934783,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,-2.0000000000000004
471,2014-01-07 13:37:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Gelatogalore,36.05974840304348,24.85803057934783,"Osvaldo, Hennie",Security,Perimeter Control,2.0000000000000004
472,2014-01-07 13:39:00,"Osvaldo, Hennie",Security,Perimeter Control,Gelatogalore,36.05974840304348,24.85803057934783,"Onda, Marin",Engineering,Drill Site Manager,-9.0
473,2014-01-07 13:39:00,"Osvaldo, Hennie",Security,Perimeter Control,Gelatogalore,36.05974840304348,24.85803057934783,"Bergen, Linnea",Information Technology,IT Group Manager,-6.0
474,2014-01-07 13:39:00,"Osvaldo, Hennie",Security,Perimeter Control,Gelatogalore,36.05974840304348,24.85803057934783,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,-4.000000000000001
475,2014-01-07 13:39:00,"Osvaldo, Hennie",Security,Perimeter Control,Gelatogalore,36.05974840304348,24.85803057934783,"Alcazar, Lucas",Information Technology,IT Helpdesk,-2.0000000000000004
476,2014-01-07 13:39:00,"Osvaldo, Hennie",Security,Perimeter Control,Gelatogalore,36.05974840304348,24.85803057934783,"Pantanal, Rachel",,,10.0
477,2014-01-07 13:41:00,"Lagos, Varja",Security,Badging Office,Katerina’s Café,36.05452041042857,24.899882698857144,"Calixto, Nils",Information Technology,IT Technician,-8.000000000000002
478,2014-01-07 13:41:00,"Tempestad, Brand",Engineering,Drill Technician,Abila Zacharo,36.06293780064516,24.851925813870967,"Barranco, Ingrid",Executive,SVP/CFO,-8.000000000000002
479,2014-01-07 13:41:00,"Tempestad, Brand",Engineering,Drill Technician,Abila Zacharo,36.06293780064516,24.851925813870967,"Forluniau, Carla",,,3.0
480,2014-01-07 13:42:00,"Lais, Cornelia",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Bramar, Mat",,,-10.0
481,2014-01-07 13:42:00,"Lais, Cornelia",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Frente, Vira",Engineering,Hydraulic Technician,-8.000000000000002
482,2014-01-07 13:42:00,"Lais, Cornelia",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Lagos, Linda",,,8.000000000000002
483,2014-01-07 13:44:00,"Forluniau, Carla",,,Abila Zacharo,36.06293780064516,24.851925813870967,"Tempestad, Brand",Engineering,Drill Technician,-3.0
484,2014-01-07 13:45:00,"Calzas, Axel",Engineering,Drill Technician,Kalami Kafenion,36.06501389428571,24.853683928333332,"Cocinaro, Hideki",Security,Site Control,1.0000000000000002
485,2014-01-07 13:46:00,"Cocinaro, Hideki",Security,Site Control,Kalami Kafenion,36.06501389428571,24.853683928333332,"Calzas, Axel",Engineering,Drill Technician,-1.0000000000000002
486,2014-01-07 13:49:00,"Pantanal, Rachel",,,Gelatogalore,36.05974840304348,24.85803057934783,"Osvaldo, Hennie",Security,Perimeter Control,-10.0
487,2014-01-07 13:49:00,"Pantanal, Rachel",,,Gelatogalore,36.05974840304348,24.85803057934783,"Dedos, Lidelse",Engineering,Engineering Group Manager,3.0
488,2014-01-07 13:49:00,"Pantanal, Rachel",,,Gelatogalore,36.05974840304348,24.85803057934783,"Ovan, Bertrand",Facilities,Facilities Group Manager,5.0
489,2014-01-07 13:49:00,"Pantanal, Rachel",,,Gelatogalore,36.05974840304348,24.85803057934783,"Ribera, Anda",,,8.000000000000002
490,2014-01-07 13:50:00,"Lagos, Linda",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Lais, Cornelia",,,-8.000000000000002
491,2014-01-07 13:50:00,"Lagos, Linda",,,Ouzeri Elian,36.052362531746034,24.87044949190476,"Cazar, Gustav",Engineering,Hydraulic Technician,6.0
492,2014-01-07 13:52:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Pantanal, Rachel",,,-3.0
493,2014-01-07 13:52:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Ovan, Bertrand",Facilities,Facilities Group Manager,2.0000000000000004
494,2014-01-07 13:52:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Ribera, Anda",,,5.0
495,2014-01-07 13:53:00,"Bodrogi, Loreto",Security,Site Control,Hippokampos,36.07643072945946,24.857924466351353,"Orilla, Kare",Engineering,Drill Technician,7.0
496,2014-01-07 13:54:00,"Ovan, Bertrand",Facilities,Facilities Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Pantanal, Rachel",,,-5.0
497,2014-01-07 13:54:00,"Ovan, Bertrand",Facilities,Facilities Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Dedos, Lidelse",Engineering,Engineering Group Manager,-2.0000000000000004
498,2014-01-07 13:54:00,"Ovan, Bertrand",Facilities,Facilities Group Manager,Gelatogalore,36.05974840304348,24.85803057934783,"Ribera, Anda",,,3.0
499,2014-01-07 13:56:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Ouzeri Elian,36.052362531746034,24.87044949190476,"Lagos, Linda",,,-6.0
500,2014-01-07 13:57:00,"Coginian, Dante",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Mies, Minke",Security,Perimeter Control,10.0
501,2014-01-07 13:57:00,"Ribera, Anda",,,Gelatogalore,36.05974840304348,24.85803057934783,"Pantanal, Rachel",,,-8.000000000000002
502,2014-01-07 13:57:00,"Ribera, Anda",,,Gelatogalore,36.05974840304348,24.85803057934783,"Dedos, Lidelse",Engineering,Engineering Group Manager,-5.0
503,2014-01-07 13:57:00,"Ribera, Anda",,,Gelatogalore,36.05974840304348,24.85803057934783,"Ovan, Bertrand",Facilities,Facilities Group Manager,-3.0
504,2014-01-07 14:00:00,"Orilla, Kare",Engineering,Drill Technician,Hippokampos,36.07643072945946,24.857924466351353,"Bodrogi, Loreto",Security,Site Control,-7.0
505,2014-01-07 14:07:00,"Mies, Minke",Security,Perimeter Control,Katerina’s Café,36.05452041042857,24.899882698857144,"Coginian, Dante",,,-10.0
506,2014-01-07 19:45:00,"Ferro, Inga",Security,Site Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Lagos, Varja",Security,Badging Office,3.0
507,2014-01-07 19:48:00,"Lagos, Varja",Security,Badging Office,Guy's Gyros,36.05568941869565,24.90220654347826,"Ferro, Inga",Security,Site Control,-3.0
508,2014-01-07 20:01:00,"Calzas, Axel",Engineering,Drill Technician,Hippokampos,36.07643072945946,24.857924466351353,"Azada, Lars",Engineering,Engineer,1.0000000000000002
509,2014-01-07 20:02:00,"Azada, Lars",Engineering,Engineer,Hippokampos,36.07643072945946,24.857924466351353,"Calzas, Axel",Engineering,Drill Technician,-1.0000000000000002
510,2014-01-07 20:04:00,"Frente, Vira",Engineering,Hydraulic Technician,Albert's Fine Clothing,36.0752756385,24.856313206499998,"Awelon, Varro",,,6.0
511,2014-01-07 20:09:00,"Bergen, Linnea",Information Technology,IT Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Nubarron, Adra",Engineering,Geologist,2.0000000000000004
512,2014-01-07 20:09:00,"Bergen, Linnea",Information Technology,IT Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Dedos, Lidelse",Engineering,Engineering Group Manager,3.0
513,2014-01-07 20:09:00,"Bergen, Linnea",Information Technology,IT Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Calixto, Nils",Information Technology,IT Technician,4.000000000000001
514,2014-01-07 20:09:00,"Bergen, Linnea",Information Technology,IT Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Coginian, Dante",,,4.000000000000001
515,2014-01-07 20:09:00,"Bergen, Linnea",Information Technology,IT Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Lagos, Linda",,,9.0
516,2014-01-07 20:10:00,"Awelon, Varro",,,Albert's Fine Clothing,36.0752756385,24.856313206499998,"Frente, Vira",Engineering,Hydraulic Technician,-6.0
517,2014-01-07 20:10:00,"Flecha, Sven",Information Technology,IT Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Edvard",Security,Perimeter Control,0.0
518,2014-01-07 20:10:00,"Flecha, Sven",Information Technology,IT Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Tempestad, Brand",Engineering,Drill Technician,1.0000000000000002
519,2014-01-07 20:10:00,"Flecha, Sven",Information Technology,IT Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Bodrogi, Loreto",Security,Site Control,4.000000000000001
520,2014-01-07 20:10:00,"Flecha, Sven",Information Technology,IT Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Isia",Security,Perimeter Control,9.0
521,2014-01-07 20:10:00,"Vann, Edvard",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Flecha, Sven",Information Technology,IT Technician,0.0
522,2014-01-07 20:10:00,"Vann, Edvard",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Tempestad, Brand",Engineering,Drill Technician,1.0000000000000002
523,2014-01-07 20:10:00,"Vann, Edvard",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Bodrogi, Loreto",Security,Site Control,4.000000000000001
524,2014-01-07 20:10:00,"Vann, Edvard",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Isia",Security,Perimeter Control,9.0
525,2014-01-07 20:11:00,"Nubarron, Adra",Engineering,Geologist,Katerina’s Café,36.05452041042857,24.899882698857144,"Bergen, Linnea",Information Technology,IT Group Manager,-2.0000000000000004
526,2014-01-07 20:11:00,"Nubarron, Adra",Engineering,Geologist,Katerina’s Café,36.05452041042857,24.899882698857144,"Dedos, Lidelse",Engineering,Engineering Group Manager,1.0000000000000002
527,2014-01-07 20:11:00,"Nubarron, Adra",Engineering,Geologist,Katerina’s Café,36.05452041042857,24.899882698857144,"Calixto, Nils",Information Technology,IT Technician,2.0000000000000004
528,2014-01-07 20:11:00,"Nubarron, Adra",Engineering,Geologist,Katerina’s Café,36.05452041042857,24.899882698857144,"Coginian, Dante",,,2.0000000000000004
529,2014-01-07 20:11:00,"Nubarron, Adra",Engineering,Geologist,Katerina’s Café,36.05452041042857,24.899882698857144,"Lagos, Linda",,,7.0
530,2014-01-07 20:11:00,"Tempestad, Brand",Engineering,Drill Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Flecha, Sven",Information Technology,IT Technician,-1.0000000000000002
531,2014-01-07 20:11:00,"Tempestad, Brand",Engineering,Drill Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Edvard",Security,Perimeter Control,-1.0000000000000002
532,2014-01-07 20:11:00,"Tempestad, Brand",Engineering,Drill Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Bodrogi, Loreto",Security,Site Control,3.0
533,2014-01-07 20:11:00,"Tempestad, Brand",Engineering,Drill Technician,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Isia",Security,Perimeter Control,8.000000000000002
534,2014-01-07 20:12:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Bergen, Linnea",Information Technology,IT Group Manager,-3.0
535,2014-01-07 20:12:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Nubarron, Adra",Engineering,Geologist,-1.0000000000000002
536,2014-01-07 20:12:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Calixto, Nils",Information Technology,IT Technician,1.0000000000000002
537,2014-01-07 20:12:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Coginian, Dante",,,1.0000000000000002
538,2014-01-07 20:12:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Katerina’s Café,36.05452041042857,24.899882698857144,"Lagos, Linda",,,6.0
539,2014-01-07 20:13:00,"Calixto, Nils",Information Technology,IT Technician,Katerina’s Café,36.05452041042857,24.899882698857144,"Bergen, Linnea",Information Technology,IT Group Manager,-4.000000000000001
540,2014-01-07 20:13:00,"Calixto, Nils",Information Technology,IT Technician,Katerina’s Café,36.05452041042857,24.899882698857144,"Nubarron, Adra",Engineering,Geologist,-2.0000000000000004
541,2014-01-07 20:13:00,"Calixto, Nils",Information Technology,IT Technician,Katerina’s Café,36.05452041042857,24.899882698857144,"Dedos, Lidelse",Engineering,Engineering Group Manager,-1.0000000000000002
542,2014-01-07 20:13:00,"Calixto, Nils",Information Technology,IT Technician,Katerina’s Café,36.05452041042857,24.899882698857144,"Coginian, Dante",,,0.0
543,2014-01-07 20:13:00,"Calixto, Nils",Information Technology,IT Technician,Katerina’s Café,36.05452041042857,24.899882698857144,"Lagos, Linda",,,5.0
544,2014-01-07 20:13:00,"Coginian, Dante",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Bergen, Linnea",Information Technology,IT Group Manager,-4.000000000000001
545,2014-01-07 20:13:00,"Coginian, Dante",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Nubarron, Adra",Engineering,Geologist,-2.0000000000000004
546,2014-01-07 20:13:00,"Coginian, Dante",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Dedos, Lidelse",Engineering,Engineering Group Manager,-1.0000000000000002
547,2014-01-07 20:13:00,"Coginian, Dante",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Calixto, Nils",Information Technology,IT Technician,0.0
548,2014-01-07 20:13:00,"Coginian, Dante",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Lagos, Linda",,,5.0
549,2014-01-07 20:14:00,"Bodrogi, Loreto",Security,Site Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Flecha, Sven",Information Technology,IT Technician,-4.000000000000001
550,2014-01-07 20:14:00,"Bodrogi, Loreto",Security,Site Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Edvard",Security,Perimeter Control,-4.000000000000001
551,2014-01-07 20:14:00,"Bodrogi, Loreto",Security,Site Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Tempestad, Brand",Engineering,Drill Technician,-3.0
552,2014-01-07 20:14:00,"Bodrogi, Loreto",Security,Site Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Isia",Security,Perimeter Control,5.0
553,2014-01-07 20:18:00,"Lagos, Linda",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Bergen, Linnea",Information Technology,IT Group Manager,-9.0
554,2014-01-07 20:18:00,"Lagos, Linda",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Nubarron, Adra",Engineering,Geologist,-7.0
555,2014-01-07 20:18:00,"Lagos, Linda",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Dedos, Lidelse",Engineering,Engineering Group Manager,-6.0
556,2014-01-07 20:18:00,"Lagos, Linda",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Calixto, Nils",Information Technology,IT Technician,-5.0
557,2014-01-07 20:18:00,"Lagos, Linda",,,Katerina’s Café,36.05452041042857,24.899882698857144,"Coginian, Dante",,,-5.0
558,2014-01-07 20:19:00,"Vann, Isia",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Flecha, Sven",Information Technology,IT Technician,-9.0
559,2014-01-07 20:19:00,"Vann, Isia",Security,Perimeter Control,Guy's Gyros,36.05568941869565,24.90220654347826,"Vann, Edvard",Security,Perimeter Control,-9.0
